device_id,cycle,pulse_index,direction,conductance_s,pulse_voltage_v,pulse_width_s,pulse_current_a,read_voltage_v,read_current_a,timestamp_s,pulse_terminal,read_terminal
rram_2t-demo,0,2,potentiation,1.4175834657669428e-05,1.2,1e-06,1.7011001589203314e-05,0.1,1.4175834657669428e-06,0.0030029999999999996,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,0,3,potentiation,1.621101862121318e-05,1.2,1e-06,1.9453222345455817e-05,0.1,1.6211018621213182e-06,0.004004,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,0,4,potentiation,1.8666877051702985e-05,1.2,1e-06,2.2400252462043583e-05,0.1,1.8666877051702985e-06,0.005005,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,0,5,potentiation,2.0877476275767347e-05,1.2,1e-06,2.5052971530920817e-05,0.1,2.0877476275767346e-06,0.006006,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,0,6,potentiation,2.3690649921360885e-05,1.2,1e-06,2.8428779905633062e-05,0.1,2.3690649921360885e-06,0.007007,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,0,7,potentiation,2.6660004508399217e-05,1.2,1e-06,3.1992005410079057e-05,0.1,2.666000450839922e-06,0.008008,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,0,8,potentiation,2.8685734844556753e-05,1.2,1e-06,3.44228818134681e-05,0.1,2.8685734844556757e-06,0.009009,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,0,9,potentiation,3.136007178738351e-05,1.2,1e-06,3.763208614486021e-05,0.1,3.136007178738351e-06,0.01001,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,0,10,potentiation,3.4532205040210146e-05,1.2,1e-06,4.143864604825217e-05,0.1,3.453220504021015e-06,0.011011,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,0,11,potentiation,3.738604153230592e-05,1.2,1e-06,4.48632498387671e-05,0.1,3.7386041532305922e-06,0.012012,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,0,12,potentiation,4.029576574456289e-05,1.2,1e-06,4.835491889347547e-05,0.1,4.029576574456289e-06,0.013013,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,0,13,potentiation,4.3044747809854225e-05,1.2,1e-06,5.165369737182507e-05,0.1,4.3044747809854225e-06,0.014014,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,0,14,potentiation,4.653430192100657e-05,1.2,1e-06,5.5841162305207885e-05,0.1,4.653430192100658e-06,0.015015,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,0,15,potentiation,5.007020935707083e-05,1.2,1e-06,6.008425122848499e-05,0.1,5.0070209357070835e-06,0.016016,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,0,16,potentiation,5.280205520052598e-05,1.2,1e-06,6.336246624063118e-05,0.1,5.280205520052599e-06,0.017016999999999997,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,0,17,potentiation,5.661114528949932e-05,1.2,1e-06,6.793337434739918e-05,0.1,5.661114528949932e-06,0.018017999999999996,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,0,18,potentiation,5.97665528067777e-05,1.2,1e-06,7.171986336813323e-05,0.1,5.976655280677771e-06,0.019018999999999994,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,0,19,potentiation,6.371927152161082e-05,1.2,1e-06,7.646312582593298e-05,0.1,6.371927152161083e-06,0.020019999999999993,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,0,20,potentiation,6.741087734402124e-05,1.2,1e-06,8.089305281282548e-05,0.1,6.741087734402124e-06,0.02102099999999999,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,0,21,potentiation,7.194190042103139e-05,1.2,1e-06,8.633028050523767e-05,0.1,7.1941900421031396e-06,0.02202199999999999,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,0,22,potentiation,7.573321695646951e-05,1.2,1e-06,9.087986034776342e-05,0.1,7.5733216956469515e-06,0.023022999999999988,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,0,23,potentiation,8.050844860231888e-05,1.2,1e-06,9.661013832278264e-05,0.1,8.050844860231889e-06,0.024023999999999986,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,0,24,potentiation,8.487802058575285e-05,1.2,1e-06,0.00010185362470290342,0.1,8.487802058575285e-06,0.025024999999999985,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,0,25,potentiation,8.931645779520807e-05,1.2,1e-06,0.00010717974935424968,0.1,8.931645779520807e-06,0.026025999999999983,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,0,26,potentiation,9.324869448824709e-05,1.2,1e-06,0.0001118984333858965,0.1,9.32486944882471e-06,0.02702699999999998,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,0,27,potentiation,9.875665691623342e-05,1.2,1e-06,0.0001185079882994801,0.1,9.875665691623342e-06,0.02802799999999998,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,0,28,potentiation,0.00010393279350785685,1.2,1e-06,0.00012471935220942823,0.1,1.0393279350785687e-05,0.02902899999999998,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,0,29,potentiation,0.00010916495522479782,1.2,1e-06,0.00013099794626975737,0.1,1.0916495522479782e-05,0.030029999999999977,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,0,30,potentiation,0.00011397116348811694,1.2,1e-06,0.0001367653961857403,0.1,1.1397116348811695e-05,0.031030999999999975,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,0,31,potentiation,0.0001198423414189088,1.2,1e-06,0.00014381080970269055,0.1,1.1984234141890881e-05,0.03203199999999998,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,0,depression,0.00011913400522904325,-1.2,1e-06,-0.0001429608062748519,0.1,1.1913400522904325e-05,0.0970970000000001,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,1,depression,0.00011720672006445144,-1.2,1e-06,-0.0001406480640773417,0.1,1.1720672006445144e-05,0.0980980000000001,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,2,depression,0.00011401116815276624,-1.2,1e-06,-0.00013681340178331948,0.1,1.1401116815276624e-05,0.0990990000000001,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,3,depression,0.00011131493401145395,-1.2,1e-06,-0.00013357792081374474,0.1,1.1131493401145396e-05,0.1001000000000001,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,4,depression,0.00010924547301531023,-1.2,1e-06,-0.00013109456761837228,0.1,1.0924547301531024e-05,0.10110100000000011,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,5,depression,0.00010634802638353885,-1.2,1e-06,-0.0001276176316602466,0.1,1.0634802638353886e-05,0.10210200000000011,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,6,depression,0.00010393650908036275,-1.2,1e-06,-0.0001247238108964353,0.1,1.0393650908036275e-05,0.10310300000000011,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,7,depression,0.00010179741887753077,-1.2,1e-06,-0.00012215690265303693,0.1,1.0179741887753078e-05,0.10410400000000011,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,8,depression,9.789192558698291e-05,-1.2,1e-06,-0.00011747031070437949,0.1,9.789192558698293e-06,0.10510500000000012,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,9,depression,9.500423165061154e-05,-1.2,1e-06,-0.00011400507798073384,0.1,9.500423165061154e-06,0.10610600000000012,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,10,depression,9.225414146598215e-05,-1.2,1e-06,-0.00011070496975917857,0.1,9.225414146598215e-06,0.10710700000000012,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,11,depression,8.925622216736109e-05,-1.2,1e-06,-0.0001071074666008333,0.1,8.925622216736109e-06,0.10810800000000012,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,12,depression,8.587185082814655e-05,-1.2,1e-06,-0.00010304622099377585,0.1,8.587185082814656e-06,0.10910900000000012,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,13,depression,8.262639922835787e-05,-1.2,1e-06,-9.915167907402944e-05,0.1,8.262639922835787e-06,0.11011000000000012,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,14,depression,7.961656486760932e-05,-1.2,1e-06,-9.553987784113117e-05,0.1,7.961656486760932e-06,0.11111100000000013,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,15,depression,7.617113432436318e-05,-1.2,1e-06,-9.140536118923581e-05,0.1,7.6171134324363184e-06,0.11211200000000013,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,16,depression,7.219595521654769e-05,-1.2,1e-06,-8.663514625985723e-05,0.1,7.219595521654769e-06,0.11311300000000013,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,17,depression,6.896936701631354e-05,-1.2,1e-06,-8.276324041957624e-05,0.1,6.896936701631354e-06,0.11411400000000013,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,18,depression,6.538468942241814e-05,-1.2,1e-06,-7.846162730690177e-05,0.1,6.538468942241815e-06,0.11511500000000013,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,19,depression,6.131988493415766e-05,-1.2,1e-06,-7.358386192098919e-05,0.1,6.1319884934157665e-06,0.11611600000000014,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,20,depression,5.7963814747985855e-05,-1.2,1e-06,-6.955657769758302e-05,0.1,5.796381474798586e-06,0.11711700000000014,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,21,depression,5.371859563608972e-05,-1.2,1e-06,-6.446231476330767e-05,0.1,5.371859563608973e-06,0.11811800000000014,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,22,depression,5.035763058239819e-05,-1.2,1e-06,-6.042915669887783e-05,0.1,5.035763058239819e-06,0.11911900000000014,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,23,depression,4.604503416446044e-05,-1.2,1e-06,-5.525404099735253e-05,0.1,4.604503416446044e-06,0.12012000000000014,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,24,depression,4.186286285926079e-05,-1.2,1e-06,-5.023543543111294e-05,0.1,4.186286285926079e-06,0.12112100000000015,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,25,depression,3.739558521573298e-05,-1.2,1e-06,-4.487470225887957e-05,0.1,3.739558521573298e-06,0.12212200000000015,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,26,depression,3.321182191355421e-05,-1.2,1e-06,-3.985418629626505e-05,0.1,3.321182191355421e-06,0.12312300000000015,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,27,depression,2.8152938367463872e-05,-1.2,1e-06,-3.378352604095664e-05,0.1,2.8152938367463873e-06,0.12412400000000015,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,28,depression,2.3898691212941153e-05,-1.2,1e-06,-2.867842945552938e-05,0.1,2.3898691212941156e-06,0.12512500000000015,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,29,depression,1.9747968341883108e-05,-1.2,1e-06,-2.3697562010259728e-05,0.1,1.974796834188311e-06,0.12612600000000015,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,30,depression,1.4175926190593078e-05,-1.2,1e-06,-1.7011111428711693e-05,0.1,1.4175926190593078e-06,0.12712700000000016,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,31,depression,1.0299380812088786e-05,-1.2,1e-06,-1.2359256974506544e-05,0.1,1.0299380812088786e-06,0.12812800000000016,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,0,potentiation,9.828830473154119e-06,1.2,1e-06,1.1794596567784943e-05,0.1,9.82883047315412e-07,0.06506500000000004,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,1,potentiation,1.2045226160670904e-05,1.2,1e-06,1.4454271392805084e-05,0.1,1.2045226160670905e-06,0.06606600000000004,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,2,potentiation,1.4565051336195988e-05,1.2,1e-06,1.7478061603435184e-05,0.1,1.456505133619599e-06,0.06706700000000004,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,3,potentiation,1.6875634823127656e-05,1.2,1e-06,2.0250761787753186e-05,0.1,1.6875634823127657e-06,0.06806800000000005,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,4,potentiation,1.8363283489571916e-05,1.2,1e-06,2.2035940187486297e-05,0.1,1.8363283489571917e-06,0.06906900000000005,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,5,potentiation,2.0915631557832255e-05,1.2,1e-06,2.5098757869398707e-05,0.1,2.0915631557832254e-06,0.07007000000000005,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,6,potentiation,2.3847111851362493e-05,1.2,1e-06,2.861653422163499e-05,0.1,2.3847111851362495e-06,0.07107100000000005,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,7,potentiation,2.551241533586511e-05,1.2,1e-06,3.061489840303813e-05,0.1,2.551241533586511e-06,0.07207200000000005,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,8,potentiation,2.863649734953521e-05,1.2,1e-06,3.436379681944225e-05,0.1,2.8636497349535213e-06,0.07307300000000005,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,9,potentiation,3.146254362692579e-05,1.2,1e-06,3.775505235231094e-05,0.1,3.146254362692579e-06,0.07407400000000006,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,10,potentiation,3.47034588671057e-05,1.2,1e-06,4.1644150640526837e-05,0.1,3.4703458867105703e-06,0.07507500000000006,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,11,potentiation,3.740174116446488e-05,1.2,1e-06,4.488208939735786e-05,0.1,3.7401741164464883e-06,0.07607600000000006,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,12,potentiation,4.004645270136117e-05,1.2,1e-06,4.80557432416334e-05,0.1,4.004645270136117e-06,0.07707700000000006,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,13,potentiation,4.311070104644841e-05,1.2,1e-06,5.173284125573809e-05,0.1,4.311070104644841e-06,0.07807800000000006,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,14,potentiation,4.632857036470024e-05,1.2,1e-06,5.559428443764029e-05,0.1,4.632857036470024e-06,0.07907900000000007,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,15,potentiation,5.0196917193419825e-05,1.2,1e-06,6.023630063210379e-05,0.1,5.0196917193419825e-06,0.08008000000000007,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,16,potentiation,5.2943552341349014e-05,1.2,1e-06,6.353226280961881e-05,0.1,5.2943552341349015e-06,0.08108100000000007,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,17,potentiation,5.648639311788499e-05,1.2,1e-06,6.778367174146199e-05,0.1,5.6486393117885e-06,0.08208200000000007,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,18,potentiation,6.0319572340361394e-05,1.2,1e-06,7.238348680843367e-05,0.1,6.03195723403614e-06,0.08308300000000007,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,19,potentiation,6.389854094041731e-05,1.2,1e-06,7.667824912850077e-05,0.1,6.389854094041732e-06,0.08408400000000008,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,20,potentiation,6.773092266620031e-05,1.2,1e-06,8.127710719944037e-05,0.1,6.773092266620032e-06,0.08508500000000008,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,21,potentiation,7.141248414588826e-05,1.2,1e-06,8.56949809750659e-05,0.1,7.141248414588826e-06,0.08608600000000008,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,22,potentiation,7.589103877293085e-05,1.2,1e-06,9.106924652751702e-05,0.1,7.5891038772930856e-06,0.08708700000000008,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,23,potentiation,7.999807039280435e-05,1.2,1e-06,9.599768447136522e-05,0.1,7.999807039280436e-06,0.08808800000000008,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,24,potentiation,8.491820494190511e-05,1.2,1e-06,0.00010190184593028613,0.1,8.491820494190511e-06,0.08908900000000008,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,25,potentiation,8.928171924279834e-05,1.2,1e-06,0.000107138063091358,0.1,8.928171924279834e-06,0.09009000000000009,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,26,potentiation,9.373965376790006e-05,1.2,1e-06,0.00011248758452148007,0.1,9.373965376790007e-06,0.09109100000000009,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,27,potentiation,9.880308371169507e-05,1.2,1e-06,0.00011856370045403407,0.1,9.880308371169508e-06,0.09209200000000009,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,28,potentiation,0.00010346376507270909,1.2,1e-06,0.0001241565180872509,0.1,1.034637650727091e-05,0.09309300000000009,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,29,potentiation,0.00010908023151134007,1.2,1e-06,0.00013089627781360808,0.1,1.0908023151134008e-05,0.0940940000000001,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,30,potentiation,0.00011405742634649628,1.2,1e-06,0.00013686891161579552,0.1,1.1405742634649629e-05,0.0950950000000001,terminal-1-to-terminal-2,terminal-1-to-terminal-2
rram_2t-demo,1,31,potentiation,0.00011975251617687953,1.2,1e-06,0.00014370301941225543,0.1,1.1975251617687955e-05,0.0960960000000001,terminal-1-to-terminal-2,terminal-1-to-terminal-2
