device_id,cycle,pulse_index,direction,conductance_s,pulse_voltage_v,pulse_width_s,pulse_current_a,read_voltage_v,read_current_a,timestamp_s,pulse_terminal,read_terminal,gate_voltage_v,gate_current_a,drain_voltage_v,drain_current_a,source_voltage_v,source_current_a
ecram_tft_3t-demo,0,10,depression,0.00013816070615744992,-1.0,0.001,-1.2886924351210836e-07,0.1,1.3816070615744993e-05,0.08600000000000006,gate-to-source,drain-to-source,-1.0,-1.2886924351210836e-07,0.1,1.3816070615744993e-05,0.0,-1.3816070615744993e-05
ecram_tft_3t-demo,0,11,depression,0.000134146070680215,-1.0,0.001,-1.2798210827810443e-07,0.1,1.34146070680215e-05,0.08800000000000006,gate-to-source,drain-to-source,-1.0,-1.2798210827810443e-07,0.1,1.34146070680215e-05,0.0,-1.34146070680215e-05
ecram_tft_3t-demo,0,12,depression,0.00013001587756210922,-1.0,0.001,-1.2678822509939085e-07,0.1,1.3001587756210922e-05,0.09000000000000007,gate-to-source,drain-to-source,-1.0,-1.2678822509939085e-07,0.1,1.3001587756210922e-05,0.0,-1.3001587756210922e-05
ecram_tft_3t-demo,0,13,depression,0.00012370347851269357,-1.0,0.001,-1.2533347423698817e-07,0.1,1.2370347851269358e-05,0.09200000000000007,gate-to-source,drain-to-source,-1.0,-1.2533347423698817e-07,0.1,1.2370347851269358e-05,0.0,-1.2370347851269358e-05
ecram_tft_3t-demo,0,14,depression,0.00011990945591723514,-1.0,0.001,-1.2367376095070483e-07,0.1,1.1990945591723514e-05,0.09400000000000007,gate-to-source,drain-to-source,-1.0,-1.2367376095070483e-07,0.1,1.1990945591723514e-05,0.0,-1.1990945591723514e-05
ecram_tft_3t-demo,0,15,depression,0.0001144440372692255,-1.0,0.001,-1.2187286709135482e-07,0.1,1.144440372692255e-05,0.09600000000000007,gate-to-source,drain-to-source,-1.0,-1.2187286709135482e-07,0.1,1.144440372692255e-05,0.0,-1.144440372692255e-05
ecram_tft_3t-demo,0,16,depression,0.00010885187383272214,-1.0,0.001,-1.2e-07,0.1,1.0885187383272215e-05,0.09800000000000007,gate-to-source,drain-to-source,-1.0,-1.2e-07,0.1,1.0885187383272215e-05,0.0,-1.0885187383272215e-05
ecram_tft_3t-demo,0,17,depression,0.0001048249421817702,-1.0,0.001,-1.1812713290864516e-07,0.1,1.048249421817702e-05,0.10000000000000007,gate-to-source,drain-to-source,-1.0,-1.1812713290864516e-07,0.1,1.048249421817702e-05,0.0,-1.048249421817702e-05
ecram_tft_3t-demo,0,18,depression,9.875555834011274e-05,-1.0,0.001,-1.1632623904929513e-07,0.1,9.875555834011274e-06,0.10200000000000008,gate-to-source,drain-to-source,-1.0,-1.1632623904929513e-07,0.1,9.875555834011274e-06,0.0,-9.875555834011274e-06
ecram_tft_3t-demo,0,19,depression,9.220348273845142e-05,-1.0,0.001,-1.146665257630118e-07,0.1,9.220348273845144e-06,0.10400000000000008,gate-to-source,drain-to-source,-1.0,-1.146665257630118e-07,0.1,9.220348273845144e-06,0.0,-9.220348273845144e-06
ecram_tft_3t-demo,0,20,depression,8.71254485639699e-05,-1.0,0.001,-1.1321177490060913e-07,0.1,8.71254485639699e-06,0.10600000000000008,gate-to-source,drain-to-source,-1.0,-1.1321177490060913e-07,0.1,8.71254485639699e-06,0.0,-8.71254485639699e-06
ecram_tft_3t-demo,0,21,depression,8.1535087143963e-05,-1.0,0.001,-1.1201789172189556e-07,0.1,8.1535087143963e-06,0.10800000000000008,gate-to-source,drain-to-source,-1.0,-1.1201789172189556e-07,0.1,8.1535087143963e-06,0.0,-8.1535087143963e-06
ecram_tft_3t-demo,0,22,depression,7.518389458475639e-05,-1.0,0.001,-1.1113075648789165e-07,0.1,7.518389458475639e-06,0.11000000000000008,gate-to-source,drain-to-source,-1.0,-1.1113075648789165e-07,0.1,7.518389458475639e-06,0.0,-7.518389458475639e-06
ecram_tft_3t-demo,0,23,depression,6.950670611261243e-05,-1.0,0.001,-1.1058446130812897e-07,0.1,6.950670611261243e-06,0.11200000000000009,gate-to-source,drain-to-source,-1.0,-1.1058446130812897e-07,0.1,6.950670611261243e-06,0.0,-6.950670611261243e-06
ecram_tft_3t-demo,0,24,depression,6.288755624922009e-05,-1.0,0.001,-1.104e-07,0.1,6.2887556249220096e-06,0.11400000000000009,gate-to-source,drain-to-source,-1.0,-1.104e-07,0.1,6.2887556249220096e-06,0.0,-6.2887556249220096e-06
ecram_tft_3t-demo,0,25,depression,5.6859893662833614e-05,-1.0,0.001,-1.1058446130812897e-07,0.1,5.685989366283361e-06,0.11600000000000009,gate-to-source,drain-to-source,-1.0,-1.1058446130812897e-07,0.1,5.685989366283361e-06,0.0,-5.685989366283361e-06
ecram_tft_3t-demo,0,26,depression,5.0704846852000574e-05,-1.0,0.001,-1.1113075648789165e-07,0.1,5.0704846852000576e-06,0.11800000000000009,gate-to-source,drain-to-source,-1.0,-1.1113075648789165e-07,0.1,5.0704846852000576e-06,0.0,-5.0704846852000576e-06
ecram_tft_3t-demo,0,27,depression,4.297221247952918e-05,-1.0,0.001,-1.1201789172189555e-07,0.1,4.297221247952918e-06,0.12000000000000009,gate-to-source,drain-to-source,-1.0,-1.1201789172189555e-07,0.1,4.297221247952918e-06,0.0,-4.297221247952918e-06
ecram_tft_3t-demo,0,28,depression,3.656841180919666e-05,-1.0,0.001,-1.1321177490060913e-07,0.1,3.656841180919666e-06,0.1220000000000001,gate-to-source,drain-to-source,-1.0,-1.1321177490060913e-07,0.1,3.656841180919666e-06,0.0,-3.656841180919666e-06
ecram_tft_3t-demo,0,29,depression,2.9243532471586152e-05,-1.0,0.001,-1.146665257630118e-07,0.1,2.924353247158615e-06,0.1240000000000001,gate-to-source,drain-to-source,-1.0,-1.146665257630118e-07,0.1,2.924353247158615e-06,0.0,-2.924353247158615e-06
ecram_tft_3t-demo,0,30,depression,2.2381130937092252e-05,-1.0,0.001,-1.1632623904929513e-07,0.1,2.238113093709225e-06,0.12600000000000008,gate-to-source,drain-to-source,-1.0,-1.1632623904929513e-07,0.1,2.238113093709225e-06,0.0,-2.238113093709225e-06
ecram_tft_3t-demo,0,31,depression,1.4412338708714193e-05,-1.0,0.001,-1.1812713290864516e-07,0.1,1.4412338708714193e-06,0.12800000000000009,gate-to-source,drain-to-source,-1.0,-1.1812713290864516e-07,0.1,1.4412338708714193e-06,0.0,-1.4412338708714193e-06
ecram_tft_3t-demo,0,0,potentiation,1.5000608925911954e-05,1.0,0.001,1.2e-07,0.1,1.5000608925911954e-06,0.002,gate-to-source,drain-to-source,1.0,1.2e-07,0.1,1.5000608925911954e-06,0.0,-1.5000608925911954e-06
ecram_tft_3t-demo,0,1,potentiation,1.8296000158739726e-05,1.0,0.001,1.2187286709135482e-07,0.1,1.8296000158739728e-06,0.004,gate-to-source,drain-to-source,1.0,1.2187286709135482e-07,0.1,1.8296000158739728e-06,0.0,-1.8296000158739728e-06
ecram_tft_3t-demo,0,2,potentiation,2.1263751986504143e-05,1.0,0.001,1.2367376095070483e-07,0.1,2.1263751986504143e-06,0.006,gate-to-source,drain-to-source,1.0,1.2367376095070483e-07,0.1,2.1263751986504143e-06,0.0,-2.1263751986504143e-06
ecram_tft_3t-demo,0,3,potentiation,2.4316527931819767e-05,1.0,0.001,1.2533347423698817e-07,0.1,2.4316527931819767e-06,0.008,gate-to-source,drain-to-source,1.0,1.2533347423698817e-07,0.1,2.4316527931819767e-06,0.0,-2.4316527931819767e-06
ecram_tft_3t-demo,0,4,potentiation,2.8000315577554475e-05,1.0,0.001,1.2678822509939085e-07,0.1,2.800031557755448e-06,0.01,gate-to-source,drain-to-source,1.0,1.2678822509939085e-07,0.1,2.800031557755448e-06,0.0,-2.800031557755448e-06
ecram_tft_3t-demo,0,5,potentiation,3.131621441365102e-05,1.0,0.001,1.2798210827810443e-07,0.1,3.1316214413651025e-06,0.012,gate-to-source,drain-to-source,1.0,1.2798210827810443e-07,0.1,3.1316214413651025e-06,0.0,-3.1316214413651025e-06
ecram_tft_3t-demo,0,6,potentiation,3.553597488204133e-05,1.0,0.001,1.2886924351210836e-07,0.1,3.553597488204133e-06,0.014,gate-to-source,drain-to-source,1.0,1.2886924351210836e-07,0.1,3.553597488204133e-06,0.0,-3.553597488204133e-06
ecram_tft_3t-demo,0,7,potentiation,3.999000676259883e-05,1.0,0.001,1.2941553869187098e-07,0.1,3.999000676259883e-06,0.016,gate-to-source,drain-to-source,1.0,1.2941553869187098e-07,0.1,3.999000676259883e-06,0.0,-3.999000676259883e-06
ecram_tft_3t-demo,0,8,potentiation,4.3028602266835127e-05,1.0,0.001,1.296e-07,0.1,4.302860226683513e-06,0.018000000000000002,gate-to-source,drain-to-source,1.0,1.296e-07,0.1,4.302860226683513e-06,0.0,-4.302860226683513e-06
ecram_tft_3t-demo,0,9,potentiation,4.704010768107526e-05,1.0,0.001,1.2941553869187098e-07,0.1,4.704010768107527e-06,0.020000000000000004,gate-to-source,drain-to-source,1.0,1.2941553869187098e-07,0.1,4.704010768107527e-06,0.0,-4.704010768107527e-06
ecram_tft_3t-demo,0,10,potentiation,5.179830756031522e-05,1.0,0.001,1.2886924351210836e-07,0.1,5.1798307560315225e-06,0.022000000000000006,gate-to-source,drain-to-source,1.0,1.2886924351210836e-07,0.1,5.1798307560315225e-06,0.0,-5.1798307560315225e-06
ecram_tft_3t-demo,0,11,potentiation,5.6079062298458875e-05,1.0,0.001,1.2798210827810443e-07,0.1,5.6079062298458875e-06,0.024000000000000007,gate-to-source,drain-to-source,1.0,1.2798210827810443e-07,0.1,5.6079062298458875e-06,0.0,-5.6079062298458875e-06
ecram_tft_3t-demo,0,12,potentiation,6.044364861684435e-05,1.0,0.001,1.2678822509939085e-07,0.1,6.044364861684435e-06,0.02600000000000001,gate-to-source,drain-to-source,1.0,1.2678822509939085e-07,0.1,6.044364861684435e-06,0.0,-6.044364861684435e-06
ecram_tft_3t-demo,0,13,potentiation,6.456712171478135e-05,1.0,0.001,1.2533347423698817e-07,0.1,6.4567121714781354e-06,0.02800000000000001,gate-to-source,drain-to-source,1.0,1.2533347423698817e-07,0.1,6.4567121714781354e-06,0.0,-6.4567121714781354e-06
ecram_tft_3t-demo,0,14,potentiation,6.980145288150986e-05,1.0,0.001,1.2367376095070483e-07,0.1,6.9801452881509864e-06,0.030000000000000013,gate-to-source,drain-to-source,1.0,1.2367376095070483e-07,0.1,6.9801452881509864e-06,0.0,-6.9801452881509864e-06
ecram_tft_3t-demo,0,15,potentiation,7.510531403560624e-05,1.0,0.001,1.2187286709135482e-07,0.1,7.510531403560625e-06,0.032000000000000015,gate-to-source,drain-to-source,1.0,1.2187286709135482e-07,0.1,7.510531403560625e-06,0.0,-7.510531403560625e-06
ecram_tft_3t-demo,0,16,potentiation,7.920308280078898e-05,1.0,0.001,1.2e-07,0.1,7.920308280078897e-06,0.034000000000000016,gate-to-source,drain-to-source,1.0,1.2e-07,0.1,7.920308280078897e-06,0.0,-7.920308280078897e-06
ecram_tft_3t-demo,0,17,potentiation,8.491671793424897e-05,1.0,0.001,1.1812713290864516e-07,0.1,8.491671793424897e-06,0.03600000000000002,gate-to-source,drain-to-source,1.0,1.1812713290864516e-07,0.1,8.491671793424897e-06,0.0,-8.491671793424897e-06
ecram_tft_3t-demo,0,18,potentiation,8.964982921016655e-05,1.0,0.001,1.1632623904929513e-07,0.1,8.964982921016656e-06,0.03800000000000002,gate-to-source,drain-to-source,1.0,1.1632623904929513e-07,0.1,8.964982921016656e-06,0.0,-8.964982921016656e-06
ecram_tft_3t-demo,0,19,potentiation,9.557890728241621e-05,1.0,0.001,1.146665257630118e-07,0.1,9.557890728241623e-06,0.04000000000000002,gate-to-source,drain-to-source,1.0,1.146665257630118e-07,0.1,9.557890728241623e-06,0.0,-9.557890728241623e-06
ecram_tft_3t-demo,0,20,potentiation,0.00010111631601603185,1.0,0.001,1.1321177490060913e-07,0.1,1.0111631601603185e-05,0.04200000000000002,gate-to-source,drain-to-source,1.0,1.1321177490060913e-07,0.1,1.0111631601603185e-05,0.0,-1.0111631601603185e-05
ecram_tft_3t-demo,0,21,potentiation,0.00010791285063154707,1.0,0.001,1.1201789172189556e-07,0.1,1.0791285063154707e-05,0.044000000000000025,gate-to-source,drain-to-source,1.0,1.1201789172189556e-07,0.1,1.0791285063154707e-05,0.0,-1.0791285063154707e-05
ecram_tft_3t-demo,0,22,potentiation,0.00011359982543470427,1.0,0.001,1.1113075648789165e-07,0.1,1.1359982543470427e-05,0.04600000000000003,gate-to-source,drain-to-source,1.0,1.1113075648789165e-07,0.1,1.1359982543470427e-05,0.0,-1.1359982543470427e-05
ecram_tft_3t-demo,0,23,potentiation,0.0001207626729034783,1.0,0.001,1.1058446130812897e-07,0.1,1.2076267290347832e-05,0.04800000000000003,gate-to-source,drain-to-source,1.0,1.1058446130812897e-07,0.1,1.2076267290347832e-05,0.0,-1.2076267290347832e-05
ecram_tft_3t-demo,0,24,potentiation,0.00012731703087862927,1.0,0.001,1.104e-07,0.1,1.2731703087862928e-05,0.05000000000000003,gate-to-source,drain-to-source,1.0,1.104e-07,0.1,1.2731703087862928e-05,0.0,-1.2731703087862928e-05
ecram_tft_3t-demo,0,25,potentiation,0.0001339746866928121,1.0,0.001,1.1058446130812897e-07,0.1,1.339746866928121e-05,0.05200000000000003,gate-to-source,drain-to-source,1.0,1.1058446130812897e-07,0.1,1.339746866928121e-05,0.0,-1.339746866928121e-05
ecram_tft_3t-demo,0,26,potentiation,0.00013987304173237065,1.0,0.001,1.1113075648789165e-07,0.1,1.3987304173237066e-05,0.054000000000000034,gate-to-source,drain-to-source,1.0,1.1113075648789165e-07,0.1,1.3987304173237066e-05,0.0,-1.3987304173237066e-05
ecram_tft_3t-demo,0,27,potentiation,0.00014813498537435014,1.0,0.001,1.1201789172189555e-07,0.1,1.4813498537435015e-05,0.056000000000000036,gate-to-source,drain-to-source,1.0,1.1201789172189555e-07,0.1,1.4813498537435015e-05,0.0,-1.4813498537435015e-05
ecram_tft_3t-demo,0,28,potentiation,0.00015589919026178528,1.0,0.001,1.1321177490060913e-07,0.1,1.558991902617853e-05,0.05800000000000004,gate-to-source,drain-to-source,1.0,1.1321177490060913e-07,0.1,1.558991902617853e-05,0.0,-1.558991902617853e-05
ecram_tft_3t-demo,0,29,potentiation,0.00016374743283719675,1.0,0.001,1.146665257630118e-07,0.1,1.6374743283719674e-05,0.06000000000000004,gate-to-source,drain-to-source,1.0,1.146665257630118e-07,0.1,1.6374743283719674e-05,0.0,-1.6374743283719674e-05
ecram_tft_3t-demo,0,30,potentiation,0.0001709567452321754,1.0,0.001,1.1632623904929513e-07,0.1,1.709567452321754e-05,0.06200000000000004,gate-to-source,drain-to-source,1.0,1.1632623904929513e-07,0.1,1.709567452321754e-05,0.0,-1.709567452321754e-05
ecram_tft_3t-demo,0,31,potentiation,0.00017976351212836323,1.0,0.001,1.1812713290864516e-07,0.1,1.7976351212836322e-05,0.06400000000000004,gate-to-source,drain-to-source,1.0,1.1812713290864516e-07,0.1,1.7976351212836322e-05,0.0,-1.7976351212836322e-05
ecram_tft_3t-demo,1,0,depression,0.00017870100784356488,-1.0,0.001,-1.2e-07,0.1,1.7870100784356487e-05,0.19400000000000014,gate-to-source,drain-to-source,-1.0,-1.2e-07,0.1,1.7870100784356487e-05,0.0,-1.7870100784356487e-05
ecram_tft_3t-demo,1,1,depression,0.00017581008009667716,-1.0,0.001,-1.2187286709135482e-07,0.1,1.7581008009667717e-05,0.19600000000000015,gate-to-source,drain-to-source,-1.0,-1.2187286709135482e-07,0.1,1.7581008009667717e-05,0.0,-1.7581008009667717e-05
ecram_tft_3t-demo,1,2,depression,0.00017101675222914935,-1.0,0.001,-1.2367376095070483e-07,0.1,1.7101675222914936e-05,0.19800000000000015,gate-to-source,drain-to-source,-1.0,-1.2367376095070483e-07,0.1,1.7101675222914936e-05,0.0,-1.7101675222914936e-05
ecram_tft_3t-demo,1,3,depression,0.00016697240101718096,-1.0,0.001,-1.2533347423698817e-07,0.1,1.6697240101718096e-05,0.20000000000000015,gate-to-source,drain-to-source,-1.0,-1.2533347423698817e-07,0.1,1.6697240101718096e-05,0.0,-1.6697240101718096e-05
ecram_tft_3t-demo,1,4,depression,0.00016386820952296534,-1.0,0.001,-1.2678822509939085e-07,0.1,1.6386820952296535e-05,0.20200000000000015,gate-to-source,drain-to-source,-1.0,-1.2678822509939085e-07,0.1,1.6386820952296535e-05,0.0,-1.6386820952296535e-05
ecram_tft_3t-demo,1,5,depression,0.00015952203957530828,-1.0,0.001,-1.2798210827810443e-07,0.1,1.595220395753083e-05,0.20400000000000015,gate-to-source,drain-to-source,-1.0,-1.2798210827810443e-07,0.1,1.595220395753083e-05,0.0,-1.595220395753083e-05
ecram_tft_3t-demo,1,6,depression,0.0001559047636205441,-1.0,0.001,-1.2886924351210836e-07,0.1,1.559047636205441e-05,0.20600000000000016,gate-to-source,drain-to-source,-1.0,-1.2886924351210836e-07,0.1,1.559047636205441e-05,0.0,-1.559047636205441e-05
ecram_tft_3t-demo,1,7,depression,0.00015269612831629616,-1.0,0.001,-1.2941553869187098e-07,0.1,1.5269612831629616e-05,0.20800000000000016,gate-to-source,drain-to-source,-1.0,-1.2941553869187098e-07,0.1,1.5269612831629616e-05,0.0,-1.5269612831629616e-05
ecram_tft_3t-demo,1,8,depression,0.00014683788838047439,-1.0,0.001,-1.296e-07,0.1,1.468378883804744e-05,0.21000000000000016,gate-to-source,drain-to-source,-1.0,-1.296e-07,0.1,1.468378883804744e-05,0.0,-1.468378883804744e-05
ecram_tft_3t-demo,1,9,depression,0.00014250634747591727,-1.0,0.001,-1.2941553869187098e-07,0.1,1.4250634747591728e-05,0.21200000000000016,gate-to-source,drain-to-source,-1.0,-1.2941553869187098e-07,0.1,1.4250634747591728e-05,0.0,-1.4250634747591728e-05
ecram_tft_3t-demo,1,10,depression,0.0001383812121989732,-1.0,0.001,-1.2886924351210836e-07,0.1,1.3838121219897322e-05,0.21400000000000016,gate-to-source,drain-to-source,-1.0,-1.2886924351210836e-07,0.1,1.3838121219897322e-05,0.0,-1.3838121219897322e-05
ecram_tft_3t-demo,1,11,depression,0.00013388433325104164,-1.0,0.001,-1.2798210827810443e-07,0.1,1.3388433325104165e-05,0.21600000000000016,gate-to-source,drain-to-source,-1.0,-1.2798210827810443e-07,0.1,1.3388433325104165e-05,0.0,-1.3388433325104165e-05
ecram_tft_3t-demo,1,12,depression,0.00012880777624221982,-1.0,0.001,-1.2678822509939085e-07,0.1,1.2880777624221983e-05,0.21800000000000017,gate-to-source,drain-to-source,-1.0,-1.2678822509939085e-07,0.1,1.2880777624221983e-05,0.0,-1.2880777624221983e-05
ecram_tft_3t-demo,1,13,depression,0.0001239395988425368,-1.0,0.001,-1.2533347423698817e-07,0.1,1.239395988425368e-05,0.22000000000000017,gate-to-source,drain-to-source,-1.0,-1.2533347423698817e-07,0.1,1.239395988425368e-05,0.0,-1.239395988425368e-05
ecram_tft_3t-demo,1,14,depression,0.00011942484730141395,-1.0,0.001,-1.2367376095070483e-07,0.1,1.1942484730141397e-05,0.22200000000000017,gate-to-source,drain-to-source,-1.0,-1.2367376095070483e-07,0.1,1.1942484730141397e-05,0.0,-1.1942484730141397e-05
ecram_tft_3t-demo,1,15,depression,0.00011425670148654478,-1.0,0.001,-1.2187286709135482e-07,0.1,1.1425670148654478e-05,0.22400000000000017,gate-to-source,drain-to-source,-1.0,-1.2187286709135482e-07,0.1,1.1425670148654478e-05,0.0,-1.1425670148654478e-05
ecram_tft_3t-demo,1,16,depression,0.00010829393282482154,-1.0,0.001,-1.2e-07,0.1,1.0829393282482155e-05,0.22600000000000017,gate-to-source,drain-to-source,-1.0,-1.2e-07,0.1,1.0829393282482155e-05,0.0,-1.0829393282482155e-05
ecram_tft_3t-demo,1,17,depression,0.00010345405052447028,-1.0,0.001,-1.1812713290864516e-07,0.1,1.034540505244703e-05,0.22800000000000017,gate-to-source,drain-to-source,-1.0,-1.1812713290864516e-07,0.1,1.034540505244703e-05,0.0,-1.034540505244703e-05
ecram_tft_3t-demo,1,18,depression,9.807703413362722e-05,-1.0,0.001,-1.1632623904929513e-07,0.1,9.807703413362723e-06,0.23000000000000018,gate-to-source,drain-to-source,-1.0,-1.1632623904929513e-07,0.1,9.807703413362723e-06,0.0,-9.807703413362723e-06
ecram_tft_3t-demo,1,19,depression,9.197982740123648e-05,-1.0,0.001,-1.146665257630118e-07,0.1,9.197982740123649e-06,0.23200000000000018,gate-to-source,drain-to-source,-1.0,-1.146665257630118e-07,0.1,9.197982740123649e-06,0.0,-9.197982740123649e-06
ecram_tft_3t-demo,1,20,depression,8.694572212197877e-05,-1.0,0.001,-1.1321177490060913e-07,0.1,8.694572212197877e-06,0.23400000000000018,gate-to-source,drain-to-source,-1.0,-1.1321177490060913e-07,0.1,8.694572212197877e-06,0.0,-8.694572212197877e-06
ecram_tft_3t-demo,1,21,depression,8.057789345413458e-05,-1.0,0.001,-1.1201789172189556e-07,0.1,8.057789345413459e-06,0.23600000000000018,gate-to-source,drain-to-source,-1.0,-1.1201789172189556e-07,0.1,8.057789345413459e-06,0.0,-8.057789345413459e-06
ecram_tft_3t-demo,1,22,depression,7.55364458735973e-05,-1.0,0.001,-1.1113075648789165e-07,0.1,7.55364458735973e-06,0.23800000000000018,gate-to-source,drain-to-source,-1.0,-1.1113075648789165e-07,0.1,7.55364458735973e-06,0.0,-7.55364458735973e-06
ecram_tft_3t-demo,1,23,depression,6.906755124669065e-05,-1.0,0.001,-1.1058446130812897e-07,0.1,6.906755124669065e-06,0.24000000000000019,gate-to-source,drain-to-source,-1.0,-1.1058446130812897e-07,0.1,6.906755124669065e-06,0.0,-6.906755124669065e-06
ecram_tft_3t-demo,1,24,depression,6.279429428889117e-05,-1.0,0.001,-1.104e-07,0.1,6.279429428889118e-06,0.2420000000000002,gate-to-source,drain-to-source,-1.0,-1.104e-07,0.1,6.279429428889118e-06,0.0,-6.279429428889118e-06
ecram_tft_3t-demo,1,25,depression,5.6093377823599474e-05,-1.0,0.001,-1.1058446130812897e-07,0.1,5.609337782359947e-06,0.2440000000000002,gate-to-source,drain-to-source,-1.0,-1.1058446130812897e-07,0.1,5.609337782359947e-06,0.0,-5.609337782359947e-06
ecram_tft_3t-demo,1,26,depression,4.981773287033132e-05,-1.0,0.001,-1.1113075648789165e-07,0.1,4.981773287033132e-06,0.2460000000000002,gate-to-source,drain-to-source,-1.0,-1.1113075648789165e-07,0.1,4.981773287033132e-06,0.0,-4.981773287033132e-06
ecram_tft_3t-demo,1,27,depression,4.2229407551195806e-05,-1.0,0.001,-1.1201789172189555e-07,0.1,4.222940755119581e-06,0.2480000000000002,gate-to-source,drain-to-source,-1.0,-1.1201789172189555e-07,0.1,4.222940755119581e-06,0.0,-4.222940755119581e-06
ecram_tft_3t-demo,1,28,depression,3.584803681941173e-05,-1.0,0.001,-1.1321177490060913e-07,0.1,3.584803681941173e-06,0.25000000000000017,gate-to-source,drain-to-source,-1.0,-1.1321177490060913e-07,0.1,3.584803681941173e-06,0.0,-3.584803681941173e-06
ecram_tft_3t-demo,1,29,depression,2.9621952512824664e-05,-1.0,0.001,-1.146665257630118e-07,0.1,2.9621952512824664e-06,0.25200000000000017,gate-to-source,drain-to-source,-1.0,-1.146665257630118e-07,0.1,2.9621952512824664e-06,0.0,-2.9621952512824664e-06
ecram_tft_3t-demo,1,30,depression,2.1263889285889603e-05,-1.0,0.001,-1.1632623904929513e-07,0.1,2.1263889285889604e-06,0.25400000000000017,gate-to-source,drain-to-source,-1.0,-1.1632623904929513e-07,0.1,2.1263889285889604e-06,0.0,-2.1263889285889604e-06
ecram_tft_3t-demo,1,31,depression,1.544907121813317e-05,-1.0,0.001,-1.1812713290864516e-07,0.1,1.5449071218133171e-06,0.25600000000000017,gate-to-source,drain-to-source,-1.0,-1.1812713290864516e-07,0.1,1.5449071218133171e-06,0.0,-1.5449071218133171e-06
ecram_tft_3t-demo,1,0,potentiation,1.4743245709731176e-05,1.0,0.001,1.2e-07,0.1,1.4743245709731176e-06,0.1300000000000001,gate-to-source,drain-to-source,1.0,1.2e-07,0.1,1.4743245709731176e-06,0.0,-1.4743245709731176e-06
ecram_tft_3t-demo,1,1,potentiation,1.8067839241006356e-05,1.0,0.001,1.2187286709135482e-07,0.1,1.8067839241006357e-06,0.1320000000000001,gate-to-source,drain-to-source,1.0,1.2187286709135482e-07,0.1,1.8067839241006357e-06,0.0,-1.8067839241006357e-06
ecram_tft_3t-demo,1,2,potentiation,2.184757700429398e-05,1.0,0.001,1.2367376095070483e-07,0.1,2.184757700429398e-06,0.1340000000000001,gate-to-source,drain-to-source,1.0,1.2367376095070483e-07,0.1,2.184757700429398e-06,0.0,-2.184757700429398e-06
