device_id,cycle,pulse_index,direction,conductance_s,pulse_voltage_v,pulse_width_s,pulse_current_a,read_voltage_v,read_current_a,timestamp_s,pulse_terminal,read_terminal,gate_voltage_v,gate_current_a,drain_voltage_v,drain_current_a,source_voltage_v,source_current_a,body_voltage_v,body_current_a,pulse_energy_j
memtransistor_4t-demo,0,10,depression,5.275713950731268e-05,-4.0,0.01,-5.369551813004515e-09,0.1,5.275713950731268e-06,0.47300000000000025,gate-to-source,drain-to-source,-4.0,-5.369551813004515e-09,0.1,5.275713950731268e-06,0.0,-5.275713950731268e-06,0.0,0.0,2.1478207252018058e-10
memtransistor_4t-demo,0,11,depression,5.11026230682098e-05,-4.0,0.01,-5.332587844921018e-09,0.1,5.11026230682098e-06,0.48400000000000026,gate-to-source,drain-to-source,-4.0,-5.332587844921018e-09,0.1,5.11026230682098e-06,0.0,-5.11026230682098e-06,0.0,0.0,2.1330351379684072e-10
memtransistor_4t-demo,0,12,depression,4.940048287408138e-05,-4.0,0.01,-5.282842712474619e-09,0.1,4.940048287408138e-06,0.4950000000000003,gate-to-source,drain-to-source,-4.0,-5.282842712474619e-09,0.1,4.940048287408138e-06,0.0,-4.940048287408138e-06,0.0,0.0,2.1131370849898477e-10
memtransistor_4t-demo,0,13,depression,4.679900932644339e-05,-4.0,0.01,-5.222228093207842e-09,0.1,4.679900932644339e-06,0.5060000000000002,gate-to-source,drain-to-source,-4.0,-5.222228093207842e-09,0.1,4.679900932644339e-06,0.0,-4.679900932644339e-06,0.0,0.0,2.0888912372831367e-10
memtransistor_4t-demo,0,14,depression,4.5235412135587806e-05,-4.0,0.01,-5.153073372946036e-09,0.1,4.523541213558781e-06,0.5170000000000002,gate-to-source,drain-to-source,-4.0,-5.153073372946036e-09,0.1,4.523541213558781e-06,0.0,-4.523541213558781e-06,0.0,0.0,2.0612293491784143e-10
memtransistor_4t-demo,0,15,depression,4.298299717762019e-05,-4.0,0.01,-5.0780361288064515e-09,0.1,4.298299717762019e-06,0.5280000000000002,gate-to-source,drain-to-source,-4.0,-5.0780361288064515e-09,0.1,4.298299717762019e-06,0.0,-4.298299717762019e-06,0.0,0.0,2.0312144515225807e-10
memtransistor_4t-demo,0,16,depression,4.0678348003788505e-05,-4.0,0.01,-5e-09,0.1,4.067834800378851e-06,0.5390000000000003,gate-to-source,drain-to-source,-4.0,-5e-09,0.1,4.067834800378851e-06,0.0,-4.067834800378851e-06,0.0,0.0,2e-10
memtransistor_4t-demo,0,17,depression,3.9018764050668916e-05,-4.0,0.01,-4.921963871193549e-09,0.1,3.901876405066892e-06,0.5500000000000003,gate-to-source,drain-to-source,-4.0,-4.921963871193549e-09,0.1,3.901876405066892e-06,0.0,-3.901876405066892e-06,0.0,0.0,1.9687855484774195e-10
memtransistor_4t-demo,0,18,depression,3.651744222501615e-05,-4.0,0.01,-4.8469266270539644e-09,0.1,3.6517442225016153e-06,0.5610000000000003,gate-to-source,drain-to-source,-4.0,-4.8469266270539644e-09,0.1,3.6517442225016153e-06,0.0,-3.6517442225016153e-06,0.0,0.0,1.938770650821586e-10
memtransistor_4t-demo,0,19,depression,3.3817192886149664e-05,-4.0,0.01,-4.7777719067921594e-09,0.1,3.3817192886149665e-06,0.5720000000000003,gate-to-source,drain-to-source,-4.0,-4.7777719067921594e-09,0.1,3.3817192886149665e-06,0.0,-3.3817192886149665e-06,0.0,0.0,1.9111087627168637e-10
memtransistor_4t-demo,0,20,depression,3.17244272869694e-05,-4.0,0.01,-4.717157287525381e-09,0.1,3.1724427286969403e-06,0.5830000000000003,gate-to-source,drain-to-source,-4.0,-4.717157287525381e-09,0.1,3.1724427286969403e-06,0.0,-3.1724427286969403e-06,0.0,0.0,1.8868629150101524e-10
memtransistor_4t-demo,0,21,depression,2.94205207623605e-05,-4.0,0.01,-4.667412155078982e-09,0.1,2.9420520762360503e-06,0.5940000000000003,gate-to-source,drain-to-source,-4.0,-4.667412155078982e-09,0.1,2.9420520762360503e-06,0.0,-2.9420520762360503e-06,0.0,0.0,1.866964862031593e-10
memtransistor_4t-demo,0,22,depression,2.6803059586445052e-05,-4.0,0.01,-4.6304481869954855e-09,0.1,2.6803059586445055e-06,0.6050000000000003,gate-to-source,drain-to-source,-4.0,-4.6304481869954855e-09,0.1,2.6803059586445055e-06,0.0,-2.6803059586445055e-06,0.0,0.0,1.8521792747981943e-10
memtransistor_4t-demo,0,23,depression,2.4463369791864508e-05,-4.0,0.01,-4.607685887838708e-09,0.1,2.4463369791864508e-06,0.6160000000000003,gate-to-source,drain-to-source,-4.0,-4.607685887838708e-09,0.1,2.4463369791864508e-06,0.0,-2.4463369791864508e-06,0.0,0.0,1.8430743551354832e-10
memtransistor_4t-demo,0,24,depression,2.1735477726951295e-05,-4.0,0.01,-4.600000000000001e-09,0.1,2.1735477726951295e-06,0.6270000000000003,gate-to-source,drain-to-source,-4.0,-4.600000000000001e-09,0.1,2.1735477726951295e-06,0.0,-2.1735477726951295e-06,0.0,0.0,1.8400000000000004e-10
memtransistor_4t-demo,0,25,depression,1.9251350115592025e-05,-4.0,0.01,-4.607685887838708e-09,0.1,1.9251350115592027e-06,0.6380000000000003,gate-to-source,drain-to-source,-4.0,-4.607685887838708e-09,0.1,1.9251350115592027e-06,0.0,-1.9251350115592027e-06,0.0,0.0,1.8430743551354832e-10
memtransistor_4t-demo,0,26,depression,1.671472476324871e-05,-4.0,0.01,-4.6304481869954855e-09,0.1,1.6714724763248711e-06,0.6490000000000004,gate-to-source,drain-to-source,-4.0,-4.6304481869954855e-09,0.1,1.6714724763248711e-06,0.0,-1.6714724763248711e-06,0.0,0.0,1.8521792747981943e-10
memtransistor_4t-demo,0,27,depression,1.3527942112775648e-05,-4.0,0.01,-4.667412155078982e-09,0.1,1.352794211277565e-06,0.6600000000000004,gate-to-source,drain-to-source,-4.0,-4.667412155078982e-09,0.1,1.352794211277565e-06,0.0,-1.352794211277565e-06,0.0,0.0,1.866964862031593e-10
memtransistor_4t-demo,0,28,depression,1.0888800018335581e-05,-4.0,0.01,-4.717157287525381e-09,0.1,1.0888800018335582e-06,0.6710000000000004,gate-to-source,drain-to-source,-4.0,-4.717157287525381e-09,0.1,1.0888800018335582e-06,0.0,-1.0888800018335582e-06,0.0,0.0,1.8868629150101524e-10
memtransistor_4t-demo,0,29,depression,7.870061867077914e-06,-4.0,0.01,-4.7777719067921594e-09,0.1,7.870061867077914e-07,0.6820000000000004,gate-to-source,drain-to-source,-4.0,-4.7777719067921594e-09,0.1,7.870061867077914e-07,0.0,-7.870061867077914e-07,0.0,0.0,1.9111087627168637e-10
memtransistor_4t-demo,0,30,depression,5.041920628619818e-06,-4.0,0.01,-4.8469266270539644e-09,0.1,5.041920628619818e-07,0.6930000000000004,gate-to-source,drain-to-source,-4.0,-4.8469266270539644e-09,0.1,5.041920628619818e-07,0.0,-5.041920628619818e-07,0.0,0.0,1.938770650821586e-10
memtransistor_4t-demo,0,31,depression,1.7578123163185658e-06,-4.0,0.01,-4.921963871193549e-09,0.1,1.7578123163185658e-07,0.7040000000000004,gate-to-source,drain-to-source,-4.0,-4.921963871193549e-09,0.1,1.7578123163185658e-07,0.0,-1.7578123163185658e-07,0.0,0.0,1.9687855484774195e-10
memtransistor_4t-demo,0,0,potentiation,2.0002509512849264e-06,4.0,0.01,5e-09,0.1,2.0002509512849264e-07,0.011,gate-to-source,drain-to-source,4.0,5e-09,0.1,2.0002509512849264e-07,0.0,-2.0002509512849264e-07,0.0,0.0,2e-10
memtransistor_4t-demo,0,1,potentiation,3.3583515805715232e-06,4.0,0.01,5.0780361288064515e-09,0.1,3.3583515805715236e-07,0.022,gate-to-source,drain-to-source,4.0,5.0780361288064515e-09,0.1,3.3583515805715236e-07,0.0,-3.3583515805715236e-07,0.0,0.0,2.0312144515225807e-10
memtransistor_4t-demo,0,2,potentiation,4.581425061104738e-06,4.0,0.01,5.153073372946036e-09,0.1,4.5814250611047383e-07,0.033,gate-to-source,drain-to-source,4.0,5.153073372946036e-09,0.1,4.5814250611047383e-07,0.0,-4.5814250611047383e-07,0.0,0.0,2.0612293491784143e-10
memtransistor_4t-demo,0,3,potentiation,5.839538784022692e-06,4.0,0.01,5.222228093207842e-09,0.1,5.839538784022692e-07,0.044,gate-to-source,drain-to-source,4.0,5.222228093207842e-09,0.1,5.839538784022692e-07,0.0,-5.839538784022692e-07,0.0,0.0,2.0888912372831367e-10
memtransistor_4t-demo,0,4,potentiation,7.357705813780026e-06,4.0,0.01,5.282842712474619e-09,0.1,7.357705813780027e-07,0.05499999999999999,gate-to-source,drain-to-source,4.0,5.282842712474619e-09,0.1,7.357705813780027e-07,0.0,-7.357705813780027e-07,0.0,0.0,2.1131370849898477e-10
memtransistor_4t-demo,0,5,potentiation,8.72425806138345e-06,4.0,0.01,5.332587844921018e-09,0.1,8.724258061383451e-07,0.06599999999999999,gate-to-source,drain-to-source,4.0,5.332587844921018e-09,0.1,8.724258061383451e-07,0.0,-8.724258061383451e-07,0.0,0.0,2.1330351379684072e-10
memtransistor_4t-demo,0,6,potentiation,1.0463310860477638e-05,4.0,0.01,5.369551813004515e-09,0.1,1.046331086047764e-06,0.07699999999999999,gate-to-source,drain-to-source,4.0,5.369551813004515e-09,0.1,1.046331086047764e-06,0.0,-1.046331086047764e-06,0.0,0.0,2.1478207252018058e-10
memtransistor_4t-demo,0,7,potentiation,1.2298911877919516e-05,4.0,0.01,5.392314112161292e-09,0.1,1.2298911877919516e-06,0.08799999999999998,gate-to-source,drain-to-source,4.0,5.392314112161292e-09,0.1,1.2298911877919516e-06,0.0,-1.2298911877919516e-06,0.0,0.0,2.1569256448645167e-10
memtransistor_4t-demo,0,8,potentiation,1.3551181540271447e-05,4.0,0.01,5.4e-09,0.1,1.3551181540271448e-06,0.09899999999999998,gate-to-source,drain-to-source,4.0,5.4e-09,0.1,1.3551181540271448e-06,0.0,-1.3551181540271448e-06,0.0,0.0,2.1600000000000003e-10
memtransistor_4t-demo,0,9,potentiation,1.52044080140189e-05,4.0,0.01,5.392314112161292e-09,0.1,1.52044080140189e-06,0.10999999999999997,gate-to-source,drain-to-source,4.0,5.392314112161292e-09,0.1,1.52044080140189e-06,0.0,-1.52044080140189e-06,0.0,0.0,2.1569256448645167e-10
memtransistor_4t-demo,0,10,potentiation,1.7165363115766272e-05,4.0,0.01,5.369551813004515e-09,0.1,1.7165363115766273e-06,0.12099999999999997,gate-to-source,drain-to-source,4.0,5.369551813004515e-09,0.1,1.7165363115766273e-06,0.0,-1.7165363115766273e-06,0.0,0.0,2.1478207252018058e-10
memtransistor_4t-demo,0,11,potentiation,1.8929552947243658e-05,4.0,0.01,5.332587844921018e-09,0.1,1.8929552947243658e-06,0.13199999999999998,gate-to-source,drain-to-source,4.0,5.332587844921018e-09,0.1,1.8929552947243658e-06,0.0,-1.8929552947243658e-06,0.0,0.0,2.1330351379684072e-10
memtransistor_4t-demo,0,12,potentiation,2.0728291551184337e-05,4.0,0.01,5.282842712474619e-09,0.1,2.0728291551184337e-06,0.143,gate-to-source,drain-to-source,4.0,5.282842712474619e-09,0.1,2.0728291551184337e-06,0.0,-2.0728291551184337e-06,0.0,0.0,2.1131370849898477e-10
memtransistor_4t-demo,0,13,potentiation,2.2427662282455342e-05,4.0,0.01,5.222228093207842e-09,0.1,2.2427662282455344e-06,0.154,gate-to-source,drain-to-source,4.0,5.222228093207842e-09,0.1,2.2427662282455344e-06,0.0,-2.2427662282455344e-06,0.0,0.0,2.0888912372831367e-10
memtransistor_4t-demo,0,14,potentiation,2.4584841187531337e-05,4.0,0.01,5.153073372946036e-09,0.1,2.458484118753134e-06,0.165,gate-to-source,drain-to-source,4.0,5.153073372946036e-09,0.1,2.458484118753134e-06,0.0,-2.458484118753134e-06,0.0,0.0,2.0612293491784143e-10
memtransistor_4t-demo,0,15,potentiation,2.677067487528015e-05,4.0,0.01,5.0780361288064515e-09,0.1,2.6770674875280154e-06,0.17600000000000002,gate-to-source,drain-to-source,4.0,5.0780361288064515e-09,0.1,2.6770674875280154e-06,0.0,-2.6770674875280154e-06,0.0,0.0,2.0312144515225807e-10
memtransistor_4t-demo,0,16,potentiation,2.84594523057797e-05,4.0,0.01,5e-09,0.1,2.84594523057797e-06,0.18700000000000003,gate-to-source,drain-to-source,4.0,5e-09,0.1,2.84594523057797e-06,0.0,-2.84594523057797e-06,0.0,0.0,2e-10
memtransistor_4t-demo,0,17,potentiation,3.081416254259957e-05,4.0,0.01,4.921963871193549e-09,0.1,3.0814162542599575e-06,0.19800000000000004,gate-to-source,drain-to-source,4.0,4.921963871193549e-09,0.1,3.0814162542599575e-06,0.0,-3.0814162542599575e-06,0.0,0.0,1.9687855484774195e-10
memtransistor_4t-demo,0,18,potentiation,3.2764778098735305e-05,4.0,0.01,4.8469266270539644e-09,0.1,3.276477809873531e-06,0.20900000000000005,gate-to-source,drain-to-source,4.0,4.8469266270539644e-09,0.1,3.276477809873531e-06,0.0,-3.276477809873531e-06,0.0,0.0,1.938770650821586e-10
memtransistor_4t-demo,0,19,potentiation,3.520827694063214e-05,4.0,0.01,4.7777719067921594e-09,0.1,3.520827694063214e-06,0.22000000000000006,gate-to-source,drain-to-source,4.0,4.7777719067921594e-09,0.1,3.520827694063214e-06,0.0,-3.520827694063214e-06,0.0,0.0,1.9111087627168637e-10
memtransistor_4t-demo,0,20,potentiation,3.74903605399404e-05,4.0,0.01,4.717157287525381e-09,0.1,3.74903605399404e-06,0.23100000000000007,gate-to-source,drain-to-source,4.0,4.717157287525381e-09,0.1,3.74903605399404e-06,0.0,-3.74903605399404e-06,0.0,0.0,1.8868629150101524e-10
memtransistor_4t-demo,0,21,potentiation,4.0291356623910305e-05,4.0,0.01,4.667412155078982e-09,0.1,4.02913566239103e-06,0.24200000000000008,gate-to-source,drain-to-source,4.0,4.667412155078982e-09,0.1,4.02913566239103e-06,0.0,-4.02913566239103e-06,0.0,0.0,1.866964862031593e-10
memtransistor_4t-demo,0,22,potentiation,4.2635079573090244e-05,4.0,0.01,4.6304481869954855e-09,0.1,4.263507957309025e-06,0.25300000000000006,gate-to-source,drain-to-source,4.0,4.6304481869954855e-09,0.1,4.263507957309025e-06,0.0,-4.263507957309025e-06,0.0,0.0,1.8521792747981943e-10
memtransistor_4t-demo,0,23,potentiation,4.558704095416076e-05,4.0,0.01,4.607685887838708e-09,0.1,4.558704095416076e-06,0.26400000000000007,gate-to-source,drain-to-source,4.0,4.607685887838708e-09,0.1,4.558704095416076e-06,0.0,-4.558704095416076e-06,0.0,0.0,1.8430743551354832e-10
memtransistor_4t-demo,0,24,potentiation,4.82882309075563e-05,4.0,0.01,4.600000000000001e-09,0.1,4.82882309075563e-06,0.2750000000000001,gate-to-source,drain-to-source,4.0,4.600000000000001e-09,0.1,4.82882309075563e-06,0.0,-4.82882309075563e-06,0.0,0.0,1.8400000000000004e-10
memtransistor_4t-demo,0,25,potentiation,5.103199209158317e-05,4.0,0.01,4.607685887838708e-09,0.1,5.103199209158317e-06,0.2860000000000001,gate-to-source,drain-to-source,4.0,4.607685887838708e-09,0.1,5.103199209158317e-06,0.0,-5.103199209158317e-06,0.0,0.0,1.8430743551354832e-10
memtransistor_4t-demo,0,26,potentiation,5.346282932000729e-05,4.0,0.01,4.6304481869954855e-09,0.1,5.34628293200073e-06,0.2970000000000001,gate-to-source,drain-to-source,4.0,4.6304481869954855e-09,0.1,5.34628293200073e-06,0.0,-5.34628293200073e-06,0.0,0.0,1.8521792747981943e-10
memtransistor_4t-demo,0,27,potentiation,5.686775154821702e-05,4.0,0.01,4.667412155078982e-09,0.1,5.686775154821702e-06,0.3080000000000001,gate-to-source,drain-to-source,4.0,4.667412155078982e-09,0.1,5.686775154821702e-06,0.0,-5.686775154821702e-06,0.0,0.0,1.866964862031593e-10
memtransistor_4t-demo,0,28,potentiation,6.006754507758424e-05,4.0,0.01,4.717157287525381e-09,0.1,6.006754507758424e-06,0.3190000000000001,gate-to-source,drain-to-source,4.0,4.717157287525381e-09,0.1,6.006754507758424e-06,0.0,-6.006754507758424e-06,0.0,0.0,1.8868629150101524e-10
memtransistor_4t-demo,0,29,potentiation,6.33019723207841e-05,4.0,0.01,4.7777719067921594e-09,0.1,6.330197232078411e-06,0.3300000000000001,gate-to-source,drain-to-source,4.0,4.7777719067921594e-09,0.1,6.330197232078411e-06,0.0,-6.330197232078411e-06,0.0,0.0,1.9111087627168637e-10
memtransistor_4t-demo,0,30,potentiation,6.627308288356319e-05,4.0,0.01,4.8469266270539644e-09,0.1,6.627308288356319e-06,0.34100000000000014,gate-to-source,drain-to-source,4.0,4.8469266270539644e-09,0.1,6.627308288356319e-06,0.0,-6.627308288356319e-06,0.0,0.0,1.938770650821586e-10
memtransistor_4t-demo,0,31,potentiation,6.990253833168908e-05,4.0,0.01,4.921963871193549e-09,0.1,6.990253833168908e-06,0.35200000000000015,gate-to-source,drain-to-source,4.0,4.921963871193549e-09,0.1,6.990253833168908e-06,0.0,-6.990253833168908e-06,0.0,0.0,1.9687855484774195e-10
memtransistor_4t-demo,1,0,depression,6.9464657777954e-05,-4.0,0.01,-5e-09,0.1,6.9464657777954e-06,1.067,gate-to-source,drain-to-source,-4.0,-5e-09,0.1,6.9464657777954e-06,0.0,-6.9464657777954e-06,0.0,0.0,2e-10
memtransistor_4t-demo,1,1,depression,6.827305671725374e-05,-4.0,0.01,-5.0780361288064515e-09,0.1,6.827305671725374e-06,1.0779999999999998,gate-to-source,drain-to-source,-4.0,-5.0780361288064515e-09,0.1,6.827305671725374e-06,0.0,-6.827305671725374e-06,0.0,0.0,2.0312144515225807e-10
memtransistor_4t-demo,1,2,depression,6.629743190999912e-05,-4.0,0.01,-5.153073372946036e-09,0.1,6.629743190999912e-06,1.0889999999999997,gate-to-source,drain-to-source,-4.0,-5.153073372946036e-09,0.1,6.629743190999912e-06,0.0,-6.629743190999912e-06,0.0,0.0,2.0612293491784143e-10
memtransistor_4t-demo,1,3,depression,6.463047186872007e-05,-4.0,0.01,-5.222228093207842e-09,0.1,6.4630471868720065e-06,1.0999999999999996,gate-to-source,drain-to-source,-4.0,-5.222228093207842e-09,0.1,6.4630471868720065e-06,0.0,-6.4630471868720065e-06,0.0,0.0,2.0888912372831367e-10
memtransistor_4t-demo,1,4,depression,6.335096708823308e-05,-4.0,0.01,-5.282842712474619e-09,0.1,6.3350967088233084e-06,1.1109999999999995,gate-to-source,drain-to-source,-4.0,-5.282842712474619e-09,0.1,6.3350967088233084e-06,0.0,-6.3350967088233084e-06,0.0,0.0,2.1131370849898477e-10
memtransistor_4t-demo,1,5,depression,6.155961203760254e-05,-4.0,0.01,-5.332587844921018e-09,0.1,6.1559612037602536e-06,1.1219999999999994,gate-to-source,drain-to-source,-4.0,-5.332587844921018e-09,0.1,6.1559612037602536e-06,0.0,-6.1559612037602536e-06,0.0,0.0,2.1330351379684072e-10
memtransistor_4t-demo,1,6,depression,6.0068644953193074e-05,-4.0,0.01,-5.369551813004515e-09,0.1,6.006864495319307e-06,1.1329999999999993,gate-to-source,drain-to-source,-4.0,-5.369551813004515e-09,0.1,6.006864495319307e-06,0.0,-6.006864495319307e-06,0.0,0.0,2.1478207252018058e-10
memtransistor_4t-demo,1,7,depression,5.874608253180212e-05,-4.0,0.01,-5.392314112161292e-09,0.1,5.874608253180213e-06,1.1439999999999992,gate-to-source,drain-to-source,-4.0,-5.392314112161292e-09,0.1,5.874608253180213e-06,0.0,-5.874608253180213e-06,0.0,0.0,2.1569256448645167e-10
memtransistor_4t-demo,1,8,depression,5.633155691079799e-05,-4.0,0.01,-5.4e-09,0.1,5.633155691079799e-06,1.1549999999999991,gate-to-source,drain-to-source,-4.0,-5.4e-09,0.1,5.633155691079799e-06,0.0,-5.633155691079799e-06,0.0,0.0,2.1600000000000003e-10
memtransistor_4t-demo,1,9,depression,5.4546211305370766e-05,-4.0,0.01,-5.392314112161292e-09,0.1,5.454621130537077e-06,1.165999999999999,gate-to-source,drain-to-source,-4.0,-5.392314112161292e-09,0.1,5.454621130537077e-06,0.0,-5.454621130537077e-06,0.0,0.0,2.1569256448645167e-10
memtransistor_4t-demo,1,10,depression,5.28459246825569e-05,-4.0,0.01,-5.369551813004515e-09,0.1,5.284592468255691e-06,1.176999999999999,gate-to-source,drain-to-source,-4.0,-5.369551813004515e-09,0.1,5.284592468255691e-06,0.0,-5.284592468255691e-06,0.0,0.0,2.1478207252018058e-10
memtransistor_4t-demo,1,11,depression,5.099242933490668e-05,-4.0,0.01,-5.332587844921018e-09,0.1,5.099242933490668e-06,1.1879999999999988,gate-to-source,drain-to-source,-4.0,-5.332587844921018e-09,0.1,5.099242933490668e-06,0.0,-5.099242933490668e-06,0.0,0.0,2.1330351379684072e-10
memtransistor_4t-demo,1,12,depression,4.890003096919972e-05,-4.0,0.01,-5.282842712474619e-09,0.1,4.890003096919973e-06,1.1989999999999987,gate-to-source,drain-to-source,-4.0,-5.282842712474619e-09,0.1,4.890003096919973e-06,0.0,-4.890003096919973e-06,0.0,0.0,2.1131370849898477e-10
memtransistor_4t-demo,1,13,depression,4.6893504744467956e-05,-4.0,0.01,-5.222228093207842e-09,0.1,4.6893504744467956e-06,1.2099999999999986,gate-to-source,drain-to-source,-4.0,-5.222228093207842e-09,0.1,4.6893504744467956e-06,0.0,-4.6893504744467956e-06,0.0,0.0,2.0888912372831367e-10
memtransistor_4t-demo,1,14,depression,4.503262717086193e-05,-4.0,0.01,-5.153073372946036e-09,0.1,4.503262717086193e-06,1.2209999999999985,gate-to-source,drain-to-source,-4.0,-5.153073372946036e-09,0.1,4.503262717086193e-06,0.0,-4.503262717086193e-06,0.0,0.0,2.0612293491784143e-10
memtransistor_4t-demo,1,15,depression,4.290246618621594e-05,-4.0,0.01,-5.0780361288064515e-09,0.1,4.290246618621595e-06,1.2319999999999984,gate-to-source,drain-to-source,-4.0,-5.0780361288064515e-09,0.1,4.290246618621595e-06,0.0,-4.290246618621595e-06,0.0,0.0,2.0312144515225807e-10
memtransistor_4t-demo,1,16,depression,4.0444818368000476e-05,-4.0,0.01,-5e-09,0.1,4.044481836800048e-06,1.2429999999999983,gate-to-source,drain-to-source,-4.0,-5e-09,0.1,4.044481836800048e-06,0.0,-4.044481836800048e-06,0.0,0.0,2e-10
memtransistor_4t-demo,1,17,depression,3.8449929800559216e-05,-4.0,0.01,-4.921963871193549e-09,0.1,3.844992980055922e-06,1.2539999999999982,gate-to-source,drain-to-source,-4.0,-4.921963871193549e-09,0.1,3.844992980055922e-06,0.0,-3.844992980055922e-06,0.0,0.0,1.9687855484774195e-10
memtransistor_4t-demo,1,18,depression,3.623367070524141e-05,-4.0,0.01,-4.8469266270539644e-09,0.1,3.623367070524141e-06,1.2649999999999981,gate-to-source,drain-to-source,-4.0,-4.8469266270539644e-09,0.1,3.623367070524141e-06,0.0,-3.623367070524141e-06,0.0,0.0,1.938770650821586e-10
memtransistor_4t-demo,1,19,depression,3.372059957694404e-05,-4.0,0.01,-4.7777719067921594e-09,0.1,3.372059957694404e-06,1.275999999999998,gate-to-source,drain-to-source,-4.0,-4.7777719067921594e-09,0.1,3.372059957694404e-06,0.0,-3.372059957694404e-06,0.0,0.0,1.9111087627168637e-10
memtransistor_4t-demo,1,20,depression,3.164564864740438e-05,-4.0,0.01,-4.717157287525381e-09,0.1,3.164564864740438e-06,1.286999999999998,gate-to-source,drain-to-source,-4.0,-4.717157287525381e-09,0.1,3.164564864740438e-06,0.0,-3.164564864740438e-06,0.0,0.0,1.8868629150101524e-10
memtransistor_4t-demo,1,21,depression,2.902103541006406e-05,-4.0,0.01,-4.667412155078982e-09,0.1,2.9021035410064063e-06,1.2979999999999978,gate-to-source,drain-to-source,-4.0,-4.667412155078982e-09,0.1,2.9021035410064063e-06,0.0,-2.9021035410064063e-06,0.0,0.0,1.866964862031593e-10
memtransistor_4t-demo,1,22,depression,2.6943045194981027e-05,-4.0,0.01,-4.6304481869954855e-09,0.1,2.694304519498103e-06,1.3089999999999977,gate-to-source,drain-to-source,-4.0,-4.6304481869954855e-09,0.1,2.694304519498103e-06,0.0,-2.694304519498103e-06,0.0,0.0,1.8521792747981943e-10
